Account_Owner__c,Amount,Area__c,BigMachines__Line_Items__c,CloseDate,Country__c,CreatedById,CreatedDate,Currency_Rate__c,CurrencyIsoCode,Days_Until_Modified__c,Duration_at_Stage1__c,Duration_at_Stage2__c,Earliest_Delivery_Commence_Date__c,Eligible_for_Fast_Track__c,HasOpportunityLineItem,Id,IsWon,LastModifiedDate,LoB_Services__c,Pricebook2Id,Retail__c,Stage_Change_Date__c,Sub_Area__c,WNC_Region__c
46,66547.2,9,1,207,52,65,1470,7.750313,11,-255.0,0,276,302,1,1,37211,1,2410,0,0,1,128,15,1
102,4457.0,6,3,389,46,128,1471,0.8930170000000001,9,-490.0,0,0,783,1,1,37212,0,3675,0,1,0,301,14,1
46,12000.0,9,1,368,52,65,1472,7.753286,11,-500.0,0,89,795,1,1,37213,0,3063,0,0,1,280,15,1
46,373170.0,9,1,430,52,65,1473,7.751011,11,-471.0,0,178,770,1,1,37214,1,2965,0,0,1,337,15,1
61,2517.0,6,1,25,46,144,1474,0.8901549999999999,9,-588.0,0,0,43,1,1,37215,1,1149,0,1,0,23,14,1
46,415350.9996,9,1,430,52,65,1475,7.751011,11,-471.0,0,157,772,1,1,37216,1,2965,1,0,1,337,15,1
46,142860.0,9,1,430,52,65,1476,7.751011,11,-471.0,0,150,750,1,1,37217,1,2965,1,0,1,337,15,1
46,202764.96,9,2,167,52,65,1477,7.750313,11,-274.0,0,276,295,1,1,37218,1,3598,1,0,1,116,15,1
46,250412.76,9,1,515,52,65,1478,7.753861,11,-432.0,0,157,933,1,1,37219,1,3476,1,0,1,416,15,1
22,3717000.0,5,1,48,34,436,1479,22.617055,6,-579.0,0,0,435,1,1,37220,1,1096,0,1,0,43,8,1
142,57950.0,5,1,48,34,436,1480,0.8901549999999999,9,-579.0,0,0,435,1,1,37221,1,4081,0,1,0,43,8,1
69,968922.8,5,1,23,21,460,1481,0.8901549999999999,9,-582.0,0,0,508,0,1,37222,0,1347,0,1,0,21,24,1
185,63480.0,23,1,603,44,206,1482,0.8930170000000001,9,-421.0,0,0,881,0,1,37223,1,2793,0,0,1,496,13,1
185,108252.0,23,1,603,44,206,1483,0.8930170000000001,9,-421.0,0,0,881,0,1,37224,1,3401,0,0,1,496,13,1
444,9150.0,6,1,30,128,642,1484,0.966174,3,-586.0,0,0,661,1,1,37225,1,1561,1,1,0,27,40,1
190,3350.0,0,1,40,74,205,1485,0.9048139999999999,9,-581.0,0,0,508,0,1,37226,1,1036,0,1,0,37,33,1
203,180630.0,23,1,376,92,286,1486,0.8930170000000001,9,-497.0,0,59,604,1,1,37227,1,3212,1,0,1,288,6,1
203,193974.0,23,1,653,92,286,1487,0.8930170000000001,9,-394.0,59,0,962,1,1,37228,1,3212,1,0,1,545,6,1
203,271416.0,23,1,90,92,286,1488,0.8930170000000001,9,-310.0,59,0,87,0,1,37229,1,3212,1,0,1,73,6,1
288,15800.0,19,1,345,119,109,1489,1.397392,25,-542.0,0,0,552,1,1,37230,1,2405,1,0,1,257,35,1
112,8800.0,6,2,23,46,139,1490,0.8930170000000001,9,-589.0,0,0,77,1,1,37231,1,4166,0,1,0,21,14,1
154,1135008.0,5,1,374,34,436,1491,24.928805999999998,6,-498.0,0,0,765,1,1,37232,1,94,0,1,0,286,8,1
154,3405024.0,5,1,709,34,436,1492,23.879264000000003,6,-324.0,0,216,237,1,1,37233,1,94,0,1,0,58,8,1
203,575280.0,23,1,709,92,286,1493,0.8930170000000001,9,-334.0,65,0,1060,0,1,37234,1,2639,1,0,1,66,6,1
280,4900000.0,0,1,209,114,207,1494,1.0,30,-531.0,0,0,408,0,1,37235,1,4063,0,1,0,220,33,1
307,25158.0,15,1,238,138,291,1495,0.761627,10,-562.0,0,0,539,0,1,37236,1,4206,0,0,1,161,44,1
160,240000.0,8,1,318,114,277,1496,1.0,30,-525.0,41,0,894,0,1,37237,1,241,0,0,1,234,32,1
160,96000.0,8,1,522,114,277,1497,1.0,30,-429.0,66,34,982,0,1,37238,1,241,0,0,1,422,32,1
160,108000.0,8,1,203,114,277,1498,1.0,30,-246.0,254,54,62,0,1,37239,1,241,0,0,1,137,32,1
378,4900.0,22,1,23,139,550,1499,1.0,30,-589.0,0,0,790,0,1,37240,1,3320,0,1,0,21,45,0
253,129605.71,15,2,422,138,358,1500,0.799053,10,-475.0,0,0,645,0,1,37241,0,4209,1,0,1,329,44,1
203,480000.0,23,1,52,92,286,1501,0.8930170000000001,9,-240.0,65,0,80,0,1,37242,1,3295,1,0,1,45,6,1
69,39000.0,5,2,38,118,460,1502,0.8901549999999999,9,-582.0,0,0,498,0,1,37243,0,1384,0,1,0,35,24,1
69,270280.0,5,5,48,32,460,1503,0.9048139999999999,9,-579.0,0,0,604,0,1,37244,1,1349,0,1,0,43,24,1
344,,22,0,30,139,528,1504,1.0,30,-586.0,3,0,1080,0,0,37245,0,473,0,2,0,27,45,0
344,,22,0,48,139,528,1505,1.0,30,-510.0,79,0,1080,0,0,37246,0,753,0,2,0,317,45,0
371,27500.0,22,1,472,139,526,1506,1.0,30,-481.0,0,108,991,0,1,37247,0,642,0,1,0,376,45,0
421,7300.0,5,2,27,60,582,1507,0.9048139999999999,9,-587.0,0,0,528,1,1,37248,1,2125,1,1,0,25,24,1
21,1559.0,6,1,25,46,32,1508,0.9048139999999999,9,-588.0,0,0,408,1,1,37249,1,3905,0,1,0,23,14,1
70,574200.0,15,2,191,127,91,1509,9.372031,24,-254.0,31,171,47,1,1,37250,1,2464,1,0,1,129,27,1
70,444960.0,15,1,191,127,91,1510,9.372031,24,-254.0,2,200,0,1,1,37251,1,2464,1,0,1,129,27,1
334,3876.0,4,1,287,25,566,1511,1.3443559999999999,2,-538.0,0,0,667,0,1,37252,1,2258,0,1,0,207,9,0
306,274833.0,5,3,532,136,440,1512,0.8979889999999999,9,-453.0,48,0,1000,0,1,37253,1,209,0,1,0,430,29,1
124,15499.0,6,2,25,46,155,1513,0.8930170000000001,9,-588.0,0,0,52,1,1,37254,1,1953,0,1,0,23,14,1
160,1434843.0,8,1,30,114,214,1514,0.8901549999999999,9,-586.0,0,0,688,0,1,37255,0,1607,0,0,1,27,32,1
69,6000.0,5,1,704,21,460,1515,0.8930170000000001,9,-338.0,0,251,228,0,1,37256,0,1347,0,1,0,582,24,1
69,165500.75,5,7,48,32,460,1516,0.8930170000000001,9,-579.0,0,0,604,0,1,37257,1,1349,0,1,0,43,24,1
69,12500.0,5,1,704,21,460,1517,0.8930170000000001,9,-338.0,0,251,228,0,1,37258,0,1347,0,1,0,582,24,1
241,2838.0,6,1,36,46,172,1518,0.8930170000000001,9,-583.0,0,0,630,1,1,37259,1,3201,1,1,0,33,14,1
374,2250.0,22,1,30,139,528,1519,1.0,30,-586.0,0,0,522,0,1,37260,1,4419,0,1,0,27,45,0
165,3300.0,15,1,48,138,219,1520,0.7573439999999999,10,-579.0,0,0,348,0,1,37261,1,4232,0,0,1,43,44,1
374,2700.0,22,1,283,139,528,1521,1.0,30,-540.0,0,0,740,0,1,37262,1,461,0,1,0,203,45,0
334,2250.0,22,1,25,139,506,1522,1.0,30,-589.0,0,0,377,0,1,37263,1,395,0,1,0,23,45,0
441,24000.0,22,1,266,139,604,1523,1.0,30,-576.0,0,0,407,0,1,37264,1,2894,0,1,0,187,45,0
389,10000.0,22,2,25,139,513,1524,1.0,30,-588.0,0,0,77,1,1,37265,1,2400,0,1,0,23,45,0
103,12883.5,11,6,270,123,129,1525,0.9109959999999999,9,-289.0,0,0,424,1,1,37266,1,2270,0,0,1,191,18,1
383,10000.0,22,1,511,139,486,1526,1.0,30,-434.0,0,155,490,0,1,37267,0,4526,0,1,0,412,45,0
380,500.0,22,1,63,139,535,1527,1.0,30,-335.0,0,254,175,0,1,37268,0,382,0,1,0,55,45,0
322,6107.0,22,1,27,139,643,1528,1.0,30,-588.0,0,0,65,0,1,37269,1,4430,0,1,0,25,45,0
251,3331.16,17,1,25,139,289,1529,1.0,30,-589.0,0,0,377,1,1,37270,1,3398,1,0,1,23,45,0
83,6311.0,22,1,30,139,540,1530,1.0,30,-587.0,0,0,369,0,1,37271,1,686,0,1,0,27,45,0
383,1200000.0,22,1,635,139,432,1531,1.0,30,-376.0,0,213,941,0,1,37272,0,727,0,1,0,528,45,0
322,48000.0,22,1,23,139,533,1532,1.0,30,-589.0,0,0,604,0,1,37273,1,719,0,1,0,21,45,0
394,5450.0,22,3,253,139,554,1533,1.0,30,-555.0,0,0,387,0,1,37274,0,1687,1,1,0,176,45,0
334,511.2,17,1,25,25,271,1534,1.299448,2,-589.0,0,0,73,1,1,37275,1,3287,1,0,1,23,9,0
295,18948.0,22,5,27,139,539,1535,1.0,30,-588.0,0,0,508,0,1,37276,1,1895,0,1,0,25,45,0
295,36335.0,22,4,304,139,539,1536,1.0,30,-549.0,0,0,630,0,1,37277,1,1895,0,1,0,222,45,0
369,1350.0,22,1,27,139,523,1537,1.0,30,-587.0,0,0,407,0,1,37278,1,4002,0,1,0,25,45,0
321,1500.0,22,1,27,139,528,1538,1.0,30,-587.0,0,0,401,0,1,37279,1,382,0,1,0,25,45,0
347,2400.0,22,1,253,139,531,1539,1.0,30,-555.0,0,0,586,0,1,37280,0,4365,1,1,0,176,45,0
334,,22,0,351,139,463,1540,1.0,30,-509.0,80,0,1080,0,0,37281,0,394,0,2,0,263,45,0
83,10014.3,17,1,25,25,288,1541,1.299448,2,-589.0,0,0,412,1,1,37282,1,3374,1,0,1,23,9,0
208,7955.0,4,1,333,25,7,1542,1.0,30,-475.0,0,0,508,0,1,37283,0,1172,1,1,0,317,9,0
380,7864.0,22,3,333,139,7,1543,1.0,30,-512.0,0,0,508,0,1,37286,0,2182,1,1,0,313,45,0
344,577.0,22,1,333,139,7,1543,1.0,30,-510.0,79,0,508,0,1,37284,0,1172,1,1,0,317,45,0
375,21973.0,22,2,333,139,7,1543,1.0,30,-510.0,79,0,508,0,1,37285,0,1172,1,1,0,317,45,0
358,22757.0,22,2,333,139,7,1544,1.0,30,-512.0,0,0,508,0,1,37287,0,4381,1,1,0,313,45,0
374,53853.0,22,3,333,139,7,1544,1.0,30,-510.0,79,0,508,0,1,37288,0,3635,1,1,0,317,45,0
377,4946.0,22,2,333,139,7,1544,1.0,30,-475.0,0,0,508,0,1,37289,0,2632,1,1,0,317,45,0
12,48481.0,22,3,333,139,7,1544,1.0,30,-475.0,0,0,508,0,1,37290,0,3758,1,1,0,317,45,0
12,1204.0,22,2,333,139,7,1544,1.0,30,-511.0,78,0,508,0,1,37291,0,2578,1,1,0,315,45,0
374,32372.0,22,3,333,139,7,1545,1.0,30,-510.0,79,0,508,0,1,37294,0,3961,1,1,0,317,45,0
374,61647.0,22,2,333,139,7,1545,1.0,30,-510.0,79,0,508,0,1,37293,0,1164,1,1,0,317,45,0
322,8297.0,22,2,333,139,7,1545,1.0,30,-512.0,0,0,508,0,1,37295,0,1169,1,1,0,313,45,0
378,6591.0,22,3,333,139,7,1545,1.0,30,-511.0,78,0,508,0,1,37296,0,1170,1,1,0,315,45,0
322,3380.0,22,3,333,139,7,1545,1.0,30,-511.0,78,0,508,0,1,37292,0,2545,1,1,0,315,45,0
318,3754.0,22,1,333,139,7,1546,1.0,30,-510.0,79,0,508,0,1,37298,0,3990,1,1,0,317,45,0
334,4250.0,22,2,333,139,7,1546,1.0,30,-475.0,79,0,508,0,1,37297,0,1170,1,1,0,317,45,0
374,15809.0,22,3,333,139,7,1546,1.0,30,-510.0,79,0,508,0,1,37299,0,1170,1,1,0,317,45,0
356,3937.0,22,2,333,139,7,1546,1.0,30,-511.0,78,0,508,0,1,37300,0,1170,1,1,0,315,45,0
356,124387.0,22,2,333,139,7,1547,1.0,30,-511.0,78,0,508,0,1,37301,0,1150,1,1,0,315,45,0
378,49573.0,22,3,333,139,7,1547,1.0,30,-511.0,78,0,508,0,1,37306,0,1154,1,1,0,315,45,0
390,18319.0,22,4,333,139,7,1547,1.0,30,-511.0,78,0,508,0,1,37302,0,1150,1,1,0,315,45,0
378,4398.0,22,2,333,139,7,1547,1.0,30,-511.0,78,0,508,0,1,37303,0,4363,1,1,0,315,45,0
344,27550.0,22,4,333,139,7,1547,1.0,30,-510.0,79,0,508,0,1,37305,0,1154,1,1,0,317,45,0
374,6316.0,22,2,333,139,7,1547,1.0,30,-510.0,79,0,508,0,1,37304,0,1150,1,1,0,317,45,0
374,,22,0,333,139,7,1548,1.0,30,-510.0,79,0,1080,0,0,37309,0,4271,0,2,0,317,45,0
371,10085.0,22,4,333,139,7,1548,1.0,30,-510.0,79,0,508,0,1,37307,0,3798,1,1,0,317,45,0
363,132019.0,22,4,333,139,7,1548,1.0,30,-475.0,79,0,508,0,1,37308,0,1769,1,1,0,317,45,0
334,67764.28,17,2,27,25,289,1549,1.299448,2,-580.0,0,0,377,1,1,37310,1,2823,1,0,1,25,9,0
334,67684.86,17,2,27,25,289,1550,1.299448,2,-580.0,0,0,377,1,1,37311,1,2823,1,0,1,25,9,0
344,13409.0,22,3,333,139,7,1551,1.0,30,-510.0,79,0,508,0,1,37313,0,2887,1,1,0,317,45,0
378,14239.0,22,4,333,139,7,1551,1.0,30,-511.0,78,0,508,0,1,37312,0,1170,1,1,0,315,45,0
287,31132.0,22,1,268,139,525,1552,1.0,30,-575.0,0,0,604,0,1,37314,1,4230,0,1,0,189,45,0
321,5000.0,22,1,351,139,530,1553,1.0,30,-509.0,0,0,808,1,1,37315,0,940,0,1,0,263,45,0
83,7409.16,17,1,25,25,288,1554,1.299448,2,-589.0,0,0,412,1,1,37316,1,3374,1,0,1,23,9,0
331,1300000.0,13,1,26,30,590,1555,1.0,30,-167.0,0,155,269,0,1,37317,0,2338,0,1,0,24,10,0
230,34800.0,13,4,627,103,323,1556,1.0,30,-379.0,0,83,71,1,1,37318,0,960,0,1,0,520,10,0
83,224.57,17,1,25,25,288,1557,1.299448,2,-589.0,0,0,412,1,1,37319,1,3374,1,0,1,23,9,0
389,2900.0,22,1,27,139,513,1558,1.0,30,-587.0,0,0,77,1,1,37320,1,2400,0,1,0,25,45,0
322,13500.0,22,1,302,139,643,1559,1.0,30,-531.0,0,0,65,0,1,37321,1,4259,0,1,0,220,45,0
252,72291.0,13,1,33,84,353,1560,1.0,30,-267.0,40,0,106,1,1,37322,1,607,0,1,0,526,25,0
265,23415.0,4,1,27,25,10,1561,1.299448,2,-589.0,0,0,508,0,1,37323,1,318,0,1,0,25,9,0
83,7712.0,22,1,30,139,540,1562,1.0,30,-586.0,0,0,367,0,1,37324,1,686,0,1,0,27,45,0
396,8000.0,22,1,448,139,522,1563,1.0,30,-463.0,0,104,1010,0,1,37325,1,2109,0,1,0,354,45,0
396,7800.0,22,1,244,139,522,1564,1.0,30,-577.0,0,12,601,0,1,37326,0,2109,0,1,0,167,45,0
334,2186.31,17,1,27,25,289,1565,1.299448,2,-589.0,0,0,377,1,1,37327,1,2215,0,0,1,25,9,0
359,11500.0,22,1,48,139,511,1566,1.0,30,-576.0,0,0,77,0,1,37328,1,118,0,1,0,187,45,0
334,3940.6,17,1,253,139,289,1567,1.0,30,-555.0,0,0,377,1,1,37329,1,4130,0,0,1,176,45,0
334,2217.05,17,1,27,139,289,1568,1.0,30,-589.0,0,0,377,1,1,37330,1,4130,0,0,1,25,45,0
475,6000.0,22,1,302,139,535,1569,1.0,30,-531.0,0,0,878,0,1,37331,1,2772,0,1,0,220,45,0
391,6995.0,22,2,270,139,499,1570,1.0,30,-574.0,0,0,1059,0,1,37332,1,4051,0,1,0,191,45,0
83,3651.18,17,1,25,25,288,1571,1.299448,2,-589.0,0,0,412,1,1,37333,1,3374,1,0,1,23,9,0
432,30000.0,13,1,409,40,592,1572,1.0,30,-510.0,0,0,237,0,1,37334,0,139,0,1,0,317,10,0
334,9800.0,22,1,363,139,523,1573,1.0,30,-503.0,0,0,703,0,1,37335,1,728,0,1,0,275,45,0
334,10256.0,4,1,266,25,566,1574,1.299448,2,-576.0,0,0,779,0,1,37336,1,315,0,1,0,187,9,0
83,8372.9,17,1,25,25,288,1575,1.299448,2,-589.0,0,0,412,1,1,37337,1,3374,1,0,1,23,9,0
83,9778.9,17,1,25,25,288,1576,1.299448,2,-589.0,0,0,412,1,1,37338,1,3374,1,0,1,23,9,0
83,3850.0,17,1,25,25,288,1577,1.299448,2,-589.0,0,0,412,1,1,37339,1,3374,1,0,1,23,9,0
53,11132398.0,0,1,697,129,302,1578,29.498659999999997,28,-343.0,0,180,328,0,1,37340,1,903,0,1,0,577,41,1
53,17453.0,0,1,452,129,302,1579,6.516,27,-495.0,0,0,656,0,1,37341,0,903,0,1,0,292,41,1
224,12000.0,22,1,407,139,317,1580,1.0,30,-511.0,0,0,624,0,1,37342,0,3906,0,1,0,315,45,0
46,139607.98,9,2,341,52,65,1581,7.767191,11,-545.0,0,1,691,1,1,37343,1,2965,1,0,1,252,15,1
9,8500000.0,0,1,333,55,16,1582,75.75,14,-512.0,0,0,703,0,1,37344,1,3744,1,1,0,313,19,1
242,339596.0,0,1,27,55,568,1583,77.65,14,-587.0,0,0,504,0,1,37345,1,4318,0,1,0,25,19,1
407,132240.0,0,1,27,55,568,1584,77.65,14,-587.0,0,0,504,0,1,37346,1,4535,0,1,0,25,19,1
471,195000.0,0,1,27,79,636,1585,1.0,30,-588.0,0,0,691,1,1,37347,1,4352,0,1,0,25,20,1
407,903089.0,0,1,394,55,568,1586,77.65,14,-548.0,0,0,724,0,1,37348,0,3740,0,1,0,222,19,1
407,1048027.0,0,1,296,55,568,1587,77.65,14,-555.0,0,0,547,0,1,37349,0,4037,0,1,0,176,19,1
10,220000.0,0,1,268,55,568,1588,77.65,14,-575.0,0,0,508,0,1,37350,1,3747,0,1,0,189,19,1
46,8000.0,9,1,414,52,65,1589,7.751011,11,-479.0,0,1,691,1,1,37351,1,3476,1,0,1,321,15,1
407,436596.0,0,1,268,55,568,1590,71.9,14,-575.0,0,0,508,0,1,37352,1,3741,1,1,0,189,19,1
69,179850.0,5,1,526,32,460,1591,0.8979889999999999,9,-428.0,0,140,165,0,1,37353,1,1350,0,1,0,426,24,1
160,180000.0,8,1,111,114,364,1592,1.0,30,-323.0,0,41,170,0,1,37354,1,3443,1,0,1,59,32,1
69,370000.0,5,4,600,21,460,1593,0.81960495,9,-58.0,0,490,1067,0,1,37355,0,1347,0,1,0,493,24,1
128,3600.0,6,1,25,46,162,1594,0.8901549999999999,9,-588.0,0,0,508,1,1,37356,1,3848,1,1,0,23,14,1
128,3842.0,6,1,25,46,162,1595,0.8901549999999999,9,-588.0,0,0,508,1,1,37357,1,3666,0,1,0,23,14,1
69,54711.16,5,5,48,18,460,1596,0.9048139999999999,9,-579.0,0,0,604,0,1,37358,1,1346,0,1,0,43,24,1
101,21700.0,6,1,275,46,127,1597,0.9048139999999999,9,-572.0,0,0,536,1,1,37359,1,3851,0,1,0,195,14,1
69,20830.02,5,3,48,18,460,1598,0.8901549999999999,9,-579.0,0,0,604,0,1,37360,1,1346,0,1,0,43,24,1
69,270288.0,5,5,38,32,460,1599,0.9048139999999999,9,-582.0,0,0,498,0,1,37361,0,1350,0,1,0,35,24,1
202,162545.0,23,2,333,44,224,1600,0.9109959999999999,9,-519.0,0,5,508,0,1,37362,0,93,0,0,1,248,13,1
69,14095.34,5,1,260,118,460,1601,0.9048139999999999,9,-552.0,0,0,604,0,1,37363,1,1384,0,1,0,182,24,1
160,2000000.0,8,1,574,114,277,1602,1.0,30,-405.0,94,53,298,0,1,37364,1,241,0,0,1,470,32,1
18,8678.0,8,1,36,108,29,1603,1.0,30,-583.0,0,0,441,0,1,37365,1,1422,0,0,1,33,30,1
97,57736.0,8,1,294,34,122,1604,23.879264000000003,6,-535.0,0,0,627,0,1,37366,0,3599,1,0,1,212,8,1
69,1060891.12,5,7,27,32,460,1605,0.8930170000000001,9,-582.0,0,0,407,0,1,37367,0,1350,0,1,0,25,24,1
18,1700373.15,8,1,572,108,29,1606,3.979282,22,-406.0,0,0,878,0,1,37368,0,1422,0,0,1,468,30,1
69,103391.1,5,5,228,32,460,1607,0.9048139999999999,9,-567.0,0,0,604,0,1,37369,1,1350,0,1,0,153,24,1
97,30126.0,8,1,307,34,122,1608,23.130181,6,-530.0,0,0,721,0,1,37370,1,1314,0,0,1,224,8,1
242,7175650.0,0,1,40,55,568,1609,77.65,14,-581.0,0,0,508,0,1,37371,1,4318,0,1,0,37,19,1
199,810000.0,15,2,411,36,274,1610,6.815809,7,-488.0,0,0,696,0,1,37372,1,3221,1,0,1,319,27,1
471,104022.0,0,1,260,91,636,1611,1.0,30,-486.0,0,26,614,1,1,37373,1,3373,0,1,0,182,20,1
98,1100000.0,8,1,317,114,277,1612,1.0,30,-161.0,102,325,660,0,1,37374,0,233,0,0,1,233,32,1
98,550000.0,8,1,313,114,277,1613,1.0,30,-163.0,102,323,677,1,1,37375,0,233,0,0,1,229,32,1
98,2200000.0,8,1,184,114,277,1614,1.0,30,-257.0,102,149,346,1,1,37376,0,233,0,0,1,125,32,1
242,106152552.2,0,1,418,55,568,1615,77.05,14,-338.0,0,100,783,0,1,37377,1,4318,0,1,0,582,19,1
172,547120.0,5,1,333,108,233,1616,1.0,30,-519.0,0,0,822,0,1,37378,1,2816,0,1,0,248,29,1
242,7473695.0,0,1,450,55,568,1617,77.65,14,-463.0,1,103,878,0,1,37379,1,4318,0,1,0,356,19,1
217,13829000.0,16,6,464,116,308,1618,1.0,30,-485.0,25,78,824,0,1,37380,0,4333,0,1,0,368,26,1
98,269500.0,8,1,532,114,277,1619,1.0,30,-453.0,40,59,950,0,1,37381,1,233,0,0,1,430,32,1
98,469430.0,8,1,498,114,277,1620,1.0,30,-439.0,72,27,998,0,1,37382,1,233,0,0,1,400,32,1
98,56000.0,8,1,228,114,277,1621,1.0,30,-567.0,16,0,678,0,1,37383,1,2133,0,0,1,153,32,1
334,30000.0,22,1,359,139,529,1622,1.0,30,-505.0,0,0,770,0,1,37384,1,437,0,1,0,271,45,0
37,30000.0,6,2,298,128,642,1623,0.966931,3,-533.0,0,0,935,1,1,37385,1,93,1,1,0,216,40,1
451,8070016.74,16,14,130,39,614,1624,1.0,30,-44.0,7,180,78,0,1,37386,1,3156,0,1,0,94,26,1
379,1.0,22,1,292,139,561,1625,1.0,30,-536.0,0,0,730,0,1,37387,0,658,0,1,0,210,45,0
145,68000.0,8,1,287,114,277,1626,1.0,30,-538.0,40,0,567,0,1,37388,0,1389,0,0,1,207,32,1
208,698.0,22,1,25,139,533,1627,1.0,30,-588.0,0,0,77,0,1,37389,1,1857,0,1,0,23,45,0
448,,13,0,394,37,610,1628,1.0,30,-588.0,0,0,1080,0,0,37390,0,1196,0,2,0,23,10,0
91,24265.0,8,1,681,34,116,1629,0.8930170000000001,9,-350.0,0,0,1026,1,1,37391,1,1239,0,0,1,569,8,1
47,1484064.0,8,5,591,53,67,1630,0.8930170000000001,9,-205.0,0,0,999,0,1,37392,0,3221,1,0,1,198,8,1
411,3750.0068380000002,23,1,45,75,19,1631,0.8901549999999999,9,-580.0,0,0,518,1,1,37393,1,1703,0,1,0,41,6,1
334,18500.0,22,2,376,139,463,1632,1.0,30,-509.0,0,0,508,0,1,37394,0,309,0,1,0,263,45,0
349,1600340.0,22,1,48,139,531,1633,1.0,30,-230.0,0,0,509,0,1,37395,1,535,0,1,0,43,45,0
63,6080.0,19,2,322,119,191,1634,1.365545,25,-562.0,0,0,471,1,1,37396,1,2919,1,0,1,161,35,1
422,63000.0,6,1,48,6,169,1635,0.8901549999999999,9,-579.0,0,0,604,1,1,37397,1,2455,0,1,0,43,4,1
97,136363.0,8,1,343,34,122,1636,23.130181,6,-544.0,0,0,580,0,1,37398,1,1314,0,0,1,254,8,1
357,11000.0,22,1,30,139,509,1637,1.0,30,-586.0,0,0,457,0,1,37399,1,126,0,1,0,27,45,0
288,10590.0,19,1,48,119,191,1638,1.397392,25,-579.0,0,0,522,1,1,37400,1,2948,1,0,1,43,35,1
24,1000.0,5,2,304,60,35,1639,0.9048139999999999,9,-548.0,0,0,647,1,1,37401,1,3682,1,1,0,222,24,1
334,8810.0,22,1,38,139,540,1640,1.0,30,-583.0,0,0,451,0,1,37402,1,645,0,1,0,35,45,0
334,1188.0,4,1,30,25,10,1641,1.299448,2,-587.0,0,0,407,0,1,37403,1,3402,0,1,0,27,9,0
371,1.0,22,1,45,139,538,1642,1.0,30,-580.0,0,0,77,1,1,37404,1,2134,1,1,0,41,45,0
24,29879.88,5,7,402,60,35,1643,0.912742,9,-513.0,0,34,724,1,1,37405,1,3682,1,1,0,311,24,1
334,53850.8,17,1,27,139,289,1644,1.0,30,-519.0,0,0,380,1,1,37406,1,4130,0,0,1,224,45,0
334,88000.0,22,2,265,139,530,1645,1.0,30,-539.0,0,49,647,0,1,37407,0,461,0,1,0,205,45,0
374,72264.0,22,3,627,139,512,1646,1.0,30,-379.0,0,203,205,0,1,37408,1,3327,0,1,0,520,45,0
334,200700.0,22,3,405,139,530,1647,1.0,30,-512.0,0,49,899,1,1,37409,0,2053,0,1,0,313,45,0
21,750.0,6,1,27,46,32,1648,0.8901549999999999,9,-587.0,0,0,408,1,1,37410,1,1162,0,1,0,25,14,1
389,4000.0,22,1,27,139,513,1649,1.0,30,-587.0,0,0,77,1,1,37411,1,2400,0,1,0,25,45,0
392,349038.9,18,2,272,110,552,1650,1.0,30,-573.0,0,0,504,0,1,37412,0,769,0,1,0,193,1,0
435,1400000.0,12,1,625,38,596,1651,1.0,30,-380.0,0,94,201,0,1,37413,0,139,0,0,1,518,37,0
455,100000.0,18,1,657,106,434,1652,1.0,30,-428.0,12,0,20,1,1,37414,0,961,0,1,0,426,37,0
455,150000.0,18,1,287,106,434,1653,1.0,30,-433.0,47,2,790,1,1,37415,1,961,0,1,0,207,37,0
391,1475.0,22,1,38,139,499,1654,1.0,30,-582.0,6,0,532,0,1,37416,1,4051,0,1,0,35,45,0
164,201500.0,6,1,27,46,218,1655,0.8901549999999999,9,-587.0,0,0,407,1,1,37417,1,88,0,0,1,25,14,1
334,4537.0,22,1,27,139,540,1656,1.0,30,-587.0,0,0,361,0,1,37418,1,2276,0,1,0,25,45,0
164,200500.0,6,1,27,46,218,1657,0.8901549999999999,9,-587.0,0,0,407,1,1,37419,1,88,0,0,1,25,14,1
334,128612.0,22,3,576,139,497,1658,1.0,30,-404.0,0,0,998,0,1,37420,0,3178,1,1,0,472,45,0
385,850.0,22,1,27,139,542,1659,1.0,30,-588.0,0,0,401,0,1,37421,1,2134,1,1,0,25,45,0
334,6555.0,22,1,523,139,643,1660,1.0,30,-170.0,0,0,436,0,1,37422,0,179,0,1,0,213,45,0
295,63444.0,22,4,228,139,539,1661,1.0,30,-567.0,0,0,504,0,1,37423,1,1423,0,1,0,153,45,0
322,11900.0,22,4,419,139,550,1662,1.0,30,-112.0,0,0,733,0,1,37424,0,4489,0,1,0,326,45,0
457,22942.0,22,1,394,139,324,1663,1.0,30,-183.0,0,103,790,0,1,37425,0,2366,0,1,0,368,45,0
334,20378.0,4,1,230,25,566,1664,1.3234709999999998,2,-566.0,0,0,670,0,1,37426,1,1193,0,1,0,155,9,0
372,6000.0,22,1,262,139,527,1665,1.0,30,-551.0,0,0,504,0,1,37427,0,4500,0,1,0,184,45,0
389,1.0,22,1,27,139,561,1666,1.0,30,-587.0,0,0,604,0,1,37428,1,2400,0,1,0,25,45,0
337,10500.0,22,3,30,139,489,1667,1.0,30,-586.0,0,0,724,1,1,37429,1,640,0,1,0,27,45,0
448,130000.0,13,2,156,37,610,1668,1.0,30,-349.0,0,0,255,0,1,37430,0,2344,0,1,0,498,10,0
457,22942.0,22,1,664,139,324,1669,1.0,30,-183.0,0,197,987,0,1,37431,0,2366,0,1,0,555,45,0
